payroll_id,employee_id,hospital_id,hospital_name,payroll_month,regular_hours,overtime_hours,hourly_pay_rate,regular_pay,overtime_pay,bonus,gross_pay,tax_amount,benefits_deduction,net_pay,payment_status
PAY00004326,EMP000721,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,2026-03,144,28,43.07,6202.08,1808.94,0.0,8011.02,1724.0,313.68,5973.34,Paid
PAY00004327,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-08,127,22,38.06,4833.62,1255.98,0.0,6089.6,1374.0,330.95,4384.65,Paid
PAY00004328,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-07,168,24,38.06,6394.08,1370.16,0.0,7764.24,1556.9,447.12,5760.22,Paid
PAY00004329,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-06,168,26,38.06,6394.08,1484.34,0.0,7878.42,1930.9,159.04,5788.48,Paid
PAY00004330,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-05,130,2,38.06,4947.8,114.18,0.0,5061.98,1093.7,428.49,3539.79,Paid
PAY00004331,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-04,163,33,38.06,6203.78,1883.97,0.0,8087.75,1957.2,348.53,5782.02,Processing
PAY00004332,EMP000722,220002,MOUNT AUBURN HOSPITAL,2026-03,169,30,38.06,6432.14,1712.7,0.0,8144.84,2009.47,294.28,5841.09,Paid
PAY00004333,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-08,172,22,204.57,35186.04,6750.81,0.0,41936.85,9700.41,176.52,32059.92,Paid
PAY00004334,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-07,134,27,204.57,27412.38,8285.08,924.3,36621.76,6664.71,301.69,29655.36,Paid
PAY00004335,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-06,157,4,204.57,32117.49,1227.42,0.0,33344.91,5977.77,420.85,26946.29,Paid
PAY00004336,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-05,171,6,204.57,34981.47,1841.13,0.0,36822.6,9198.68,364.95,27258.97,Paid
PAY00004337,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-04,123,36,204.57,25162.11,11046.78,0.0,36208.89,5952.29,380.83,29875.77,Paid
PAY00004338,EMP000723,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-03,148,18,204.57,30276.36,5523.39,0.0,35799.75,6806.88,178.44,28814.43,Paid
PAY00004339,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-08,169,12,43.07,7278.83,775.26,0.0,8054.09,1324.69,386.08,6343.32,Paid
PAY00004340,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-07,137,26,43.07,5900.59,1679.73,0.0,7580.32,1359.89,430.64,5789.79,Paid
PAY00004341,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-06,126,21,43.07,5426.82,1356.7,0.0,6783.52,1372.41,228.99,5182.12,Paid
PAY00004342,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-05,142,10,43.07,6115.94,646.05,1325.66,8087.65,1918.22,344.01,5825.42,Paid
PAY00004343,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-04,120,1,43.07,5168.4,64.61,0.0,5233.01,859.21,444.45,3929.35,Paid
PAY00004344,EMP000724,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,2026-03,122,24,43.07,5254.54,1550.52,0.0,6805.06,1136.45,444.32,5224.29,Paid
PAY00004345,EMP000725,220116,TUFTS MEDICAL CENTER,2026-08,134,5,54.59,7315.06,409.43,0.0,7724.49,1692.03,334.82,5697.64,Paid
PAY00004346,EMP000725,220116,TUFTS MEDICAL CENTER,2026-07,148,10,54.59,8079.32,818.85,0.0,8898.17,1523.61,180.2,7194.36,Paid
PAY00004347,EMP000725,220116,TUFTS MEDICAL CENTER,2026-06,168,32,54.59,9171.12,2620.32,0.0,11791.44,1923.12,401.09,9467.23,Paid
PAY00004348,EMP000725,220116,TUFTS MEDICAL CENTER,2026-05,143,9,54.59,7806.37,736.97,2254.5,10797.84,2398.12,353.07,8046.65,Paid
PAY00004349,EMP000725,220116,TUFTS MEDICAL CENTER,2026-04,162,29,54.59,8843.58,2374.66,0.0,11218.24,1968.45,294.1,8955.69,Paid
PAY00004350,EMP000725,220116,TUFTS MEDICAL CENTER,2026-03,157,22,54.59,8570.63,1801.47,0.0,10372.1,1943.38,288.3,8140.42,Paid
PAY00004351,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-08,174,23,44.77,7789.98,1544.57,0.0,9334.55,2028.87,347.19,6958.49,Paid
PAY00004352,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-07,132,0,44.77,5909.64,0.0,0.0,5909.64,1214.47,205.92,4489.25,Paid
PAY00004353,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-06,159,12,44.77,7118.43,805.86,0.0,7924.29,1827.38,315.85,5781.06,Paid
PAY00004354,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-05,144,30,44.77,6446.88,2014.65,1185.04,9646.57,1751.14,260.35,7635.08,Paid
PAY00004355,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-04,123,6,44.77,5506.71,402.93,847.48,6757.12,1467.74,297.58,4991.8,Paid
PAY00004356,EMP000726,220111,GOOD SAMARITAN MEDICAL CENTER,2026-03,126,22,44.77,5641.02,1477.41,2168.82,9287.25,1918.1,163.38,7205.77,Paid
PAY00004357,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-08,144,31,32.31,4652.64,1502.42,0.0,6155.06,1190.75,417.8,4546.51,Paid
PAY00004358,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-07,148,0,32.31,4781.88,0.0,0.0,4781.88,998.46,358.5,3424.92,Paid
PAY00004359,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-06,153,33,32.31,4943.43,1599.35,0.0,6542.78,1160.59,288.17,5094.02,Paid
PAY00004360,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-05,148,5,32.31,4781.88,242.33,0.0,5024.21,1152.88,297.97,3573.36,Paid
PAY00004361,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-04,164,9,32.31,5298.84,436.19,0.0,5735.03,1128.99,448.61,4157.43,Paid
PAY00004362,EMP000727,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-03,140,29,32.31,4523.4,1405.49,0.0,5928.89,1322.8,205.48,4400.61,Paid
PAY00004363,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-08,142,2,215.97,30667.74,647.91,0.0,31315.65,5457.48,433.16,25425.01,Paid
PAY00004364,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-07,162,8,215.97,34987.14,2591.64,0.0,37578.78,7624.98,353.66,29600.14,Paid
PAY00004365,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-06,140,31,215.97,30235.8,10042.6,0.0,40278.4,8956.4,306.14,31015.86,Paid
PAY00004366,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-05,172,22,215.97,37146.84,7127.01,0.0,44273.85,10417.01,201.83,33655.01,Paid
PAY00004367,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-04,150,11,215.97,32395.5,3563.51,0.0,35959.01,7330.42,419.62,28208.97,Paid
PAY00004368,EMP000728,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,2026-03,126,36,215.97,27212.22,11662.38,0.0,38874.6,8366.55,251.03,30257.02,Paid
PAY00004369,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-08,159,13,55.79,8870.61,1087.9,0.0,9958.51,1970.36,316.57,7671.58,Paid
PAY00004370,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-07,132,26,55.79,7364.28,2175.81,0.0,9540.09,1653.38,194.62,7692.09,Paid
PAY00004371,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-06,167,8,55.79,9316.93,669.48,0.0,9986.41,2233.82,169.59,7583.0,Paid
PAY00004372,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-05,159,26,55.79,8870.61,2175.81,0.0,11046.42,2245.03,201.61,8599.78,Paid
PAY00004373,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-04,164,22,55.79,9149.56,1841.07,0.0,10990.63,2121.45,240.4,8628.78,Paid
PAY00004374,EMP000729,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-03,141,29,55.79,7866.39,2426.87,1785.19,12078.45,2808.42,146.66,9123.37,Paid
PAY00004375,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-08,161,35,57.62,9276.82,3025.05,0.0,12301.87,2665.94,153.16,9482.77,Paid
PAY00004376,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-07,126,34,57.62,7260.12,2938.62,0.0,10198.74,2437.5,291.09,7470.15,Paid
PAY00004377,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-06,153,29,57.62,8815.86,2506.47,0.0,11322.33,2336.74,285.27,8700.32,Paid
PAY00004378,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-05,168,26,57.62,9680.16,2247.18,0.0,11927.34,2917.73,133.26,8876.35,Paid
PAY00004379,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-04,175,8,57.62,10083.5,691.44,0.0,10774.94,2092.84,305.9,8376.2,Paid
PAY00004380,EMP000730,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-03,164,0,57.62,9449.68,0.0,0.0,9449.68,1891.62,242.18,7315.88,Paid
PAY00004381,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-08,148,3,193.22,28596.56,869.49,0.0,29466.05,5502.31,317.66,23646.08,Paid
PAY00004382,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-07,156,16,193.22,30142.32,4637.28,0.0,34779.6,7111.63,333.3,27334.67,Paid
PAY00004383,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-06,151,23,193.22,29176.22,6666.09,2278.89,38121.2,7356.81,367.34,30397.05,Paid
PAY00004384,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-05,123,35,193.22,23766.06,10144.05,1248.66,35158.77,5754.63,235.83,29168.31,Paid
PAY00004385,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-04,157,10,193.22,30335.54,2898.3,0.0,33233.84,8200.19,443.7,24589.95,Paid
PAY00004386,EMP000731,220101,NEWTON-WELLESLEY HOSPITAL,2026-03,163,28,193.22,31494.86,8115.24,2396.76,42006.86,10254.83,309.44,31442.59,Paid
PAY00004387,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-08,164,10,52.98,8688.72,794.7,0.0,9483.42,1666.75,391.15,7425.52,Paid
PAY00004388,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-07,155,25,52.98,8211.9,1986.75,0.0,10198.65,2348.91,169.21,7680.53,Paid
PAY00004389,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-06,125,3,52.98,6622.5,238.41,0.0,6860.91,1593.6,368.69,4898.62,Paid
PAY00004390,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-05,137,12,52.98,7258.26,953.64,0.0,8211.9,1449.53,442.26,6320.11,Paid
PAY00004391,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-04,147,24,52.98,7788.06,1907.28,0.0,9695.34,2023.75,264.6,7406.99,Paid
PAY00004392,EMP000732,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-03,166,27,52.98,8794.68,2145.69,589.62,11529.99,2807.04,314.34,8408.61,Paid
PAY00004393,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-08,131,7,75.93,9946.83,797.26,0.0,10744.09,1982.81,423.42,8337.86,Paid
PAY00004394,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-07,133,22,75.93,10098.69,2505.69,0.0,12604.38,2813.36,214.14,9576.88,Paid
PAY00004395,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-06,133,0,75.93,10098.69,0.0,0.0,10098.69,2219.86,428.12,7450.71,Paid
PAY00004396,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-05,172,15,75.93,13059.96,1708.43,0.0,14768.39,2509.42,439.94,11819.03,Paid
PAY00004397,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-04,152,25,75.93,11541.36,2847.38,0.0,14388.74,2605.15,221.57,11562.02,Processing
PAY00004398,EMP000733,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,2026-03,174,15,75.93,13211.82,1708.43,0.0,14920.25,2933.55,190.21,11796.49,Paid
PAY00004399,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-08,136,33,66.95,9105.2,3314.02,0.0,12419.22,2023.16,219.71,10176.35,Paid
PAY00004400,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-07,124,3,66.95,8301.8,301.28,0.0,8603.08,1722.24,436.84,6444.0,Paid
PAY00004401,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-06,157,3,66.95,10511.15,301.28,0.0,10812.43,2320.29,206.65,8285.49,Paid
PAY00004402,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-05,176,32,66.95,11783.2,3213.6,0.0,14996.8,3705.73,224.25,11066.82,Paid
PAY00004403,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-04,169,12,66.95,11314.55,1205.1,0.0,12519.65,2025.51,426.71,10067.43,Paid
PAY00004404,EMP000734,220098,NASHOBA VALLEY MEDICAL CENTER,2026-03,152,1,66.95,10176.4,100.43,2103.04,12379.87,2753.22,353.99,9272.66,Paid
PAY00004405,EMP000735,220095,HEYWOOD HOSPITAL -,2026-08,161,17,53.57,8624.77,1366.04,0.0,9990.81,2384.84,224.39,7381.58,Paid
PAY00004406,EMP000735,220095,HEYWOOD HOSPITAL -,2026-07,131,28,53.57,7017.67,2249.94,0.0,9267.61,1843.42,269.33,7154.86,Paid
PAY00004407,EMP000735,220095,HEYWOOD HOSPITAL -,2026-06,173,24,53.57,9267.61,1928.52,2365.79,13561.92,3200.78,185.55,10175.59,Paid
PAY00004408,EMP000735,220095,HEYWOOD HOSPITAL -,2026-05,141,31,53.57,7553.37,2491.01,913.71,10958.09,2732.85,383.13,7842.11,Paid
PAY00004409,EMP000735,220095,HEYWOOD HOSPITAL -,2026-04,142,23,53.57,7606.94,1848.16,1321.64,10776.74,1962.61,168.45,8645.68,Paid
PAY00004410,EMP000735,220095,HEYWOOD HOSPITAL -,2026-03,128,29,53.57,6856.96,2330.3,785.58,9972.84,1894.81,359.67,7718.36,Processing
PAY00004411,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-08,128,32,210.02,26882.56,10080.96,0.0,36963.52,6773.13,420.44,29769.95,Paid
PAY00004412,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-07,127,22,210.02,26672.54,6930.66,0.0,33603.2,7079.3,221.1,26302.8,Paid
PAY00004413,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-06,124,33,210.02,26042.48,10395.99,760.15,37198.62,9069.96,201.78,27926.88,Paid
PAY00004414,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-05,136,33,210.02,28562.72,10395.99,0.0,38958.71,7605.96,287.68,31065.07,Paid
PAY00004415,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-04,122,5,210.02,25622.44,1575.15,0.0,27197.59,4585.52,316.65,22295.42,Paid
PAY00004416,EMP000736,220024,HOLYOKE MEDICAL CENTER,2026-03,150,23,210.02,31503.0,7245.69,0.0,38748.69,8952.0,173.65,29623.04,Paid
PAY00004417,EMP000737,220095,HEYWOOD HOSPITAL -,2026-08,157,0,52.12,8182.84,0.0,0.0,8182.84,1368.8,157.95,6656.09,Paid
PAY00004418,EMP000737,220095,HEYWOOD HOSPITAL -,2026-07,145,8,52.12,7557.4,625.44,0.0,8182.84,1904.81,333.27,5944.76,Paid
PAY00004419,EMP000737,220095,HEYWOOD HOSPITAL -,2026-06,160,1,52.12,8339.2,78.18,1683.66,10101.04,2081.71,234.83,7784.5,Paid
PAY00004420,EMP000737,220095,HEYWOOD HOSPITAL -,2026-05,136,12,52.12,7088.32,938.16,0.0,8026.48,1937.62,352.15,5736.71,Paid
PAY00004421,EMP000737,220095,HEYWOOD HOSPITAL -,2026-04,174,10,52.12,9068.88,781.8,0.0,9850.68,1769.39,315.29,7766.0,Paid
PAY00004422,EMP000737,220095,HEYWOOD HOSPITAL -,2026-03,172,25,52.12,8964.64,1954.5,870.93,11790.07,2224.09,414.9,9151.08,Paid
PAY00004423,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-08,124,5,69.14,8573.36,518.55,0.0,9091.91,2226.23,423.17,6442.51,Paid
PAY00004424,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-07,131,7,69.14,9057.34,725.97,0.0,9783.31,1650.52,264.18,7868.61,Processing
PAY00004425,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-06,166,27,69.14,11477.24,2800.17,0.0,14277.41,2618.07,235.81,11423.53,Paid
PAY00004426,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-05,170,22,69.14,11753.8,2281.62,1271.46,15306.88,2852.23,370.69,12083.96,Paid
PAY00004427,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-04,154,30,69.14,10647.56,3111.3,0.0,13758.86,2806.38,296.1,10656.38,Paid
PAY00004428,EMP000738,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,2026-03,145,30,69.14,10025.3,3111.3,0.0,13136.6,2995.85,329.0,9811.75,Paid
PAY00004429,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-08,152,19,56.81,8635.12,1619.09,0.0,10254.21,2305.17,124.81,7824.23,Paid
PAY00004430,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-07,138,29,56.81,7839.78,2471.24,0.0,10311.02,2427.9,280.03,7603.09,Paid
PAY00004431,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-06,172,17,56.81,9771.32,1448.65,0.0,11219.97,2577.76,383.76,8258.45,Paid
PAY00004432,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-05,120,26,56.81,6817.2,2215.59,0.0,9032.79,2163.93,182.72,6686.14,Paid
PAY00004433,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-04,143,16,56.81,8123.83,1363.44,521.69,10008.96,2017.35,373.74,7617.87,Paid
PAY00004434,EMP000739,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,2026-03,134,19,56.81,7612.54,1619.09,0.0,9231.63,2267.91,345.29,6618.43,Paid
PAY00004435,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-08,170,34,43.45,7386.5,2215.95,0.0,9602.45,1996.34,272.89,7333.22,Paid
PAY00004436,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-07,135,33,43.45,5865.75,2150.78,0.0,8016.53,1737.04,444.05,5835.44,Paid
PAY00004437,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-06,165,27,43.45,7169.25,1759.73,0.0,8928.98,1828.34,410.27,6690.37,Paid
PAY00004438,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-05,131,9,43.45,5691.95,586.58,2373.14,8651.67,2056.71,131.76,6463.2,Paid
PAY00004439,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-04,138,5,43.45,5996.1,325.88,1736.93,8058.91,1747.18,158.81,6152.92,Paid
PAY00004440,EMP000740,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2026-03,175,4,43.45,7603.75,260.7,0.0,7864.45,1277.68,322.4,6264.37,Paid
PAY00004441,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-08,139,19,51.07,7098.73,1455.5,1704.65,10258.88,2038.44,124.19,8096.25,Paid
PAY00004442,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-07,138,35,51.07,7047.66,2681.18,0.0,9728.84,2295.44,281.91,7151.49,Paid
PAY00004443,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-06,166,36,51.07,8477.62,2757.78,2069.6,13305.0,2381.41,260.92,10662.67,Paid
PAY00004444,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-05,132,36,51.07,6741.24,2757.78,0.0,9499.02,2193.13,143.05,7162.84,Paid
PAY00004445,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-04,139,16,51.07,7098.73,1225.68,0.0,8324.41,1470.08,190.26,6664.07,Paid
PAY00004446,EMP000741,220020,SAINT ANNE'S HOSPITAL,2026-03,129,23,51.07,6588.03,1761.91,0.0,8349.94,1538.15,346.72,6465.07,Paid
PAY00004447,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-08,151,28,45.72,6903.72,1920.24,0.0,8823.96,1945.51,367.12,6511.33,Paid
PAY00004448,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-07,141,23,45.72,6446.52,1577.34,1738.07,9761.93,2425.69,229.36,7106.88,Paid
PAY00004449,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-06,161,11,45.72,7360.92,754.38,0.0,8115.3,1733.32,265.23,6116.75,Paid
PAY00004450,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-05,141,30,45.72,6446.52,2057.4,0.0,8503.92,1540.91,212.01,6751.0,Paid
PAY00004451,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-04,163,2,45.72,7452.36,137.16,0.0,7589.52,1218.97,234.7,6135.85,Processing
PAY00004452,EMP000742,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,2026-03,140,17,45.72,6400.8,1165.86,0.0,7566.66,1371.41,222.34,5972.91,Paid
PAY00004453,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-08,134,32,59.08,7916.72,2835.84,0.0,10752.56,1731.63,219.48,8801.45,Paid
PAY00004454,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-07,129,6,59.08,7621.32,531.72,0.0,8153.04,1399.64,344.29,6409.11,Paid
PAY00004455,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-06,121,33,59.08,7148.68,2924.46,0.0,10073.14,1725.57,191.18,8156.39,Paid
PAY00004456,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-05,146,1,59.08,8625.68,88.62,0.0,8714.3,2025.48,198.32,6490.5,Paid
PAY00004457,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-04,130,24,59.08,7680.4,2126.88,1689.07,11496.35,1849.05,203.44,9443.86,Paid
PAY00004458,EMP000743,220071,MASSACHUSETTS GENERAL HOSPITAL,2026-03,163,29,59.08,9630.04,2569.98,402.46,12602.48,2835.63,214.33,9552.52,Paid
PAY00004459,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-08,169,34,44.36,7496.84,2262.36,0.0,9759.2,2174.71,302.95,7281.54,Paid
PAY00004460,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-07,131,3,44.36,5811.16,199.62,0.0,6010.78,1487.07,341.8,4181.91,Paid
PAY00004461,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-06,165,24,44.36,7319.4,1596.96,0.0,8916.36,1448.68,161.09,7306.59,Processing
PAY00004462,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-05,136,24,44.36,6032.96,1596.96,0.0,7629.92,1279.83,193.82,6156.27,Paid
PAY00004463,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-04,156,31,44.36,6920.16,2062.74,1043.44,10026.34,1934.96,167.77,7923.61,Paid
PAY00004464,EMP000744,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2026-03,133,7,44.36,5899.88,465.78,0.0,6365.66,1216.87,344.45,4804.34,Paid
PAY00004465,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-08,164,5,37.89,6213.96,284.17,1932.72,8430.85,1886.23,331.02,6213.6,Paid
PAY00004466,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-07,157,33,37.89,5948.73,1875.56,0.0,7824.29,1485.94,436.61,5901.74,Paid
PAY00004467,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-06,157,27,37.89,5948.73,1534.55,0.0,7483.28,1629.69,266.72,5586.87,Paid
PAY00004468,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-05,127,33,37.89,4812.03,1875.56,0.0,6687.59,1486.05,327.25,4874.29,Paid
PAY00004469,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-04,123,21,37.89,4660.47,1193.54,0.0,5854.01,1366.38,267.22,4220.41,Paid
PAY00004470,EMP000745,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-03,132,10,37.89,5001.48,568.35,0.0,5569.83,1015.01,437.93,4116.89,Paid
PAY00004471,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-08,157,12,30.23,4746.11,544.14,0.0,5290.25,1119.3,157.86,4013.09,Paid
PAY00004472,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-07,137,2,30.23,4141.51,90.69,1243.73,5475.93,1286.05,162.77,4027.11,Paid
PAY00004473,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-06,164,34,30.23,4957.72,1541.73,0.0,6499.45,1538.1,340.32,4621.03,Paid
PAY00004474,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-05,143,28,30.23,4322.89,1269.66,0.0,5592.55,1192.45,439.75,3960.35,Paid
PAY00004475,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-04,159,8,30.23,4806.57,362.76,0.0,5169.33,1091.44,189.45,3888.44,Paid
PAY00004476,EMP000746,220002,MOUNT AUBURN HOSPITAL,2026-03,174,25,30.23,5260.02,1133.62,0.0,6393.64,1067.66,179.15,5146.83,Paid
PAY00004477,EMP000747,220177,NANTUCKET COTTAGE HOSPITAL,2026-08,129,22,53.71,6928.59,1772.43,0.0,8701.02,1662.56,240.34,6798.12,Processing
