request_id,hospital_id,hospital_name,city,state,required_role,department,employment_type,shift_preference,required_staff,filled_staff,open_positions,priority,request_status,request_date,assignment_start_date,assignment_end_date,duration_weeks,hourly_bill_rate
REQ000438,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Radiologic Technologist,Radiology,Per Diem,Evening,8,2,6,Medium,Partially Filled,2025-08-05,2025-08-23,2025-11-22,13,121.35
REQ000439,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Registered Nurse,General Nursing,Local Contract,Morning,3,0,3,Medium,Open,2026-02-20,2026-03-05,2026-09-03,26,129.09
REQ000440,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Allied Health Professional,Allied Health,Per Diem,Morning,9,8,1,Low,Partially Filled,2025-12-12,2026-01-11,2026-04-05,12,98.49
REQ000441,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Travel Nurse,Travel Nursing,Local Contract,Morning,11,8,3,Medium,Partially Filled,2026-05-23,2026-07-05,2027-01-03,26,162.12
REQ000442,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Radiologic Technologist,Radiology,Local Contract,Night,5,3,2,High,Partially Filled,2025-09-10,2025-10-11,2026-01-31,16,147.0
REQ000443,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Physical Therapist,Rehabilitation,Per Diem,Night,2,0,2,Medium,Open,2026-05-20,2026-06-21,2026-07-19,4,137.71
REQ000444,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Physical Therapist,Rehabilitation,Per Diem,Evening,15,14,1,Medium,Partially Filled,2026-06-27,2026-07-29,2026-10-21,12,104.87
REQ000445,224013,ARBOUR HOSPITAL,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,12,11,1,Medium,Partially Filled,2025-11-29,2025-12-22,2026-06-22,26,107.21
REQ000446,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Radiologic Technologist,Radiology,Travel Contract,Day,13,6,7,Medium,Partially Filled,2026-05-08,2026-05-18,2026-06-15,4,92.87
REQ000447,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Night,12,4,8,Medium,Partially Filled,2026-01-06,2026-01-27,2026-03-24,8,143.7
REQ000448,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Registered Nurse,General Nursing,Permanent Placement,Morning,14,7,7,Medium,Partially Filled,2026-07-06,2026-08-04,2026-10-27,12,94.46
REQ000449,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Morning,11,11,0,Critical,Filled,2026-05-30,2026-07-14,2026-10-13,13,133.72
REQ000450,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Local Contract,Morning,7,4,3,Low,Partially Filled,2026-03-15,2026-04-10,2026-07-03,12,141.63
REQ000451,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,1,1,0,Low,Filled,2025-12-25,2026-01-31,2026-05-23,16,120.13
REQ000452,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,6,1,5,Medium,Partially Filled,2025-11-27,2025-12-04,2026-03-26,16,103.43
REQ000453,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Respiratory Therapist,Respiratory Care,Local Contract,Morning,2,1,1,Medium,Partially Filled,2026-02-10,2026-03-03,2026-05-26,12,137.0
REQ000454,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,3,2,1,High,Partially Filled,2025-11-05,2025-11-16,2026-01-11,8,104.05
REQ000455,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Radiologic Technologist,Radiology,Travel Contract,Night,3,0,3,Critical,Open,2025-11-05,2025-12-02,2025-12-30,4,101.75
REQ000456,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,3,0,3,Medium,Open,2025-08-05,2025-08-26,2025-09-23,4,103.81
REQ000457,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Allied Health Professional,Allied Health,Travel Contract,Morning,2,0,2,High,Open,2026-03-26,2026-04-04,2026-06-27,12,95.0
REQ000458,220126,NORWOOD HOSPITAL,NORWOOD,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,14,0,14,Medium,Open,2025-11-07,2025-11-30,2026-03-01,13,168.25
REQ000459,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Registered Nurse,General Nursing,Local Contract,Evening,13,1,12,Medium,Partially Filled,2025-11-10,2025-12-16,2026-06-16,26,152.28
REQ000460,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Emergency Room Nurse,Emergency Department,Per Diem,Evening,15,3,12,High,Partially Filled,2026-06-19,2026-06-28,2026-12-27,26,113.91
REQ000461,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Travel Nurse,Travel Nursing,Travel Contract,Night,7,5,2,High,Partially Filled,2025-09-27,2025-10-19,2026-04-19,26,155.93
REQ000462,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Travel Nurse,Travel Nursing,Permanent Placement,Night,13,11,2,Medium,Partially Filled,2025-08-05,2025-08-14,2025-12-04,16,121.26
REQ000463,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Radiologic Technologist,Radiology,Per Diem,Night,1,0,1,High,Open,2025-09-16,2025-10-14,2026-04-14,26,137.4
REQ000464,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Per Diem,Evening,13,10,3,High,Partially Filled,2025-11-28,2025-12-25,2026-04-16,16,83.49
REQ000465,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Allied Health Professional,Allied Health,Per Diem,Evening,8,7,1,Medium,Partially Filled,2025-10-08,2025-10-31,2025-11-28,4,103.06
REQ000466,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Allied Health Professional,Allied Health,Travel Contract,Night,15,5,10,Medium,Partially Filled,2026-03-28,2026-04-21,2026-08-11,16,147.36
REQ000467,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Allied Health Professional,Allied Health,Local Contract,Day,9,6,3,High,Partially Filled,2026-03-21,2026-03-28,2026-09-26,26,115.49
REQ000468,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Travel Nurse,Travel Nursing,Local Contract,Evening,9,6,3,High,Partially Filled,2026-01-12,2026-01-23,2026-07-24,26,125.79
REQ000469,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Allied Health Professional,Allied Health,Travel Contract,Day,2,2,0,High,Filled,2026-02-26,2026-03-25,2026-04-22,4,99.08
REQ000470,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Travel Nurse,Travel Nursing,Permanent Placement,Evening,2,0,2,Medium,Open,2025-09-24,2025-11-01,2025-12-27,8,164.09
REQ000471,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Registered Nurse,General Nursing,Travel Contract,Night,12,1,11,High,Partially Filled,2026-02-04,2026-02-25,2026-06-17,16,149.99
REQ000472,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Radiologic Technologist,Radiology,Per Diem,Day,9,6,3,High,Partially Filled,2026-06-24,2026-07-04,2026-09-26,12,100.61
REQ000473,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Night,9,1,8,Medium,Partially Filled,2026-01-03,2026-01-14,2026-03-11,8,118.26
REQ000474,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,12,8,4,High,Partially Filled,2026-05-19,2026-06-06,2026-09-26,16,155.36
REQ000475,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Respiratory Therapist,Respiratory Care,Per Diem,Night,9,6,3,Medium,Partially Filled,2025-09-23,2025-10-10,2025-12-05,8,126.99
REQ000476,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Allied Health Professional,Allied Health,Per Diem,Night,7,6,1,High,Partially Filled,2026-05-09,2026-06-05,2026-08-28,12,104.97
REQ000477,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Physician,Medical Services,Travel Contract,Morning,7,0,7,High,Open,2026-02-01,2026-03-08,2026-06-07,13,276.23
REQ000478,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Registered Nurse,General Nursing,Travel Contract,Morning,14,5,9,Critical,Partially Filled,2026-01-01,2026-01-22,2026-03-19,8,120.79
REQ000479,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Physical Therapist,Rehabilitation,Local Contract,Night,8,5,3,Medium,Partially Filled,2025-10-19,2025-11-01,2025-11-29,4,154.27
REQ000480,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Travel Nurse,Travel Nursing,Local Contract,Day,10,6,4,High,Partially Filled,2025-12-10,2026-01-05,2026-02-02,4,170.5
REQ000481,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Radiologic Technologist,Radiology,Per Diem,Day,10,10,0,High,Filled,2026-07-20,2026-09-01,2026-09-29,4,122.34
REQ000482,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Registered Nurse,General Nursing,Local Contract,Day,7,1,6,High,Partially Filled,2026-01-19,2026-02-17,2026-05-19,13,129.25
REQ000483,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Physician,Medical Services,Local Contract,Morning,9,9,0,Medium,Filled,2026-04-26,2026-05-05,2026-07-28,12,255.46
REQ000484,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Respiratory Therapist,Respiratory Care,Local Contract,Evening,9,1,8,Medium,Partially Filled,2026-03-17,2026-05-01,2026-08-21,16,112.6
REQ000485,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,12,0,12,Low,Open,2025-09-12,2025-10-19,2026-02-08,16,125.13
REQ000486,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,8,6,2,Medium,Partially Filled,2026-04-04,2026-05-16,2026-07-11,8,118.64
REQ000487,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,2,2,0,Medium,Filled,2026-07-17,2026-08-29,2026-09-26,4,103.33
REQ000488,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Physical Therapist,Rehabilitation,Permanent Placement,Night,3,2,1,Medium,Partially Filled,2026-07-02,2026-07-10,2026-10-02,12,156.69
REQ000489,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Travel Nurse,Travel Nursing,Travel Contract,Day,13,11,2,High,Partially Filled,2026-07-17,2026-08-16,2026-10-11,8,132.01
REQ000490,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Morning,12,12,0,Medium,Filled,2025-12-26,2026-01-02,2026-03-27,12,101.59
REQ000491,220017,CARNEY HOSPITAL,BOSTON,MA,Laboratory Technician,Laboratory,Permanent Placement,Night,9,4,5,High,Partially Filled,2025-11-17,2025-12-07,2026-03-29,16,114.78
REQ000492,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Physical Therapist,Rehabilitation,Travel Contract,Morning,5,1,4,Medium,Partially Filled,2026-07-06,2026-08-15,2026-09-12,4,140.76
REQ000493,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Registered Nurse,General Nursing,Per Diem,Day,7,4,3,Low,Partially Filled,2026-03-27,2026-04-03,2026-05-01,4,145.72
REQ000494,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Respiratory Therapist,Respiratory Care,Per Diem,Evening,12,1,11,High,Partially Filled,2025-11-27,2025-12-28,2026-04-19,16,122.21
REQ000495,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Travel Nurse,Travel Nursing,Travel Contract,Night,15,0,15,Critical,Open,2026-04-14,2026-05-20,2026-09-09,16,136.34
REQ000496,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Respiratory Therapist,Respiratory Care,Per Diem,Morning,11,5,6,Medium,Partially Filled,2025-10-20,2025-10-28,2026-01-20,12,153.48
REQ000497,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Physician,Medical Services,Per Diem,Night,15,0,15,Medium,Open,2025-09-01,2025-09-24,2025-12-24,13,302.8
REQ000498,220031,BOSTON MEDICAL CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,10,10,0,Medium,Filled,2026-02-12,2026-03-24,2026-09-22,26,115.69
REQ000499,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Physical Therapist,Rehabilitation,Local Contract,Night,3,1,2,High,Partially Filled,2026-01-16,2026-02-20,2026-06-12,16,113.63
REQ000500,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Emergency Room Nurse,Emergency Department,Per Diem,Day,15,5,10,High,Partially Filled,2026-03-09,2026-03-25,2026-09-23,26,166.4
REQ000501,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Evening,1,1,0,Medium,Filled,2026-01-10,2026-01-26,2026-07-27,26,152.19
REQ000502,224039,WHITTIER PAVILION,HAVERHILL,MA,Physician,Medical Services,Travel Contract,Morning,3,1,2,High,Partially Filled,2025-10-17,2025-11-05,2025-12-03,4,282.87
REQ000503,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Travel Nurse,Travel Nursing,Permanent Placement,Night,2,2,0,Medium,Filled,2025-11-27,2025-12-05,2026-02-27,12,157.33
REQ000504,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Allied Health Professional,Allied Health,Local Contract,Night,8,2,6,Medium,Partially Filled,2025-11-03,2025-12-04,2026-03-05,13,118.6
REQ000505,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Physician,Medical Services,Local Contract,Day,11,3,8,Medium,Partially Filled,2026-02-28,2026-03-21,2026-09-19,26,306.83
REQ000506,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,15,7,8,High,Partially Filled,2026-04-08,2026-05-05,2026-08-04,13,134.56
REQ000507,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Allied Health Professional,Allied Health,Travel Contract,Day,9,8,1,Medium,Partially Filled,2026-02-18,2026-04-02,2026-07-23,16,147.89
REQ000508,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,12,0,12,Medium,Open,2026-04-23,2026-06-03,2026-09-02,13,145.77
REQ000509,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Physician,Medical Services,Travel Contract,Night,5,4,1,Medium,Partially Filled,2026-03-25,2026-04-11,2026-07-11,13,285.23
REQ000510,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Laboratory Technician,Laboratory,Permanent Placement,Evening,15,4,11,Medium,Partially Filled,2025-09-27,2025-10-15,2026-02-04,16,69.74
REQ000511,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Physical Therapist,Rehabilitation,Per Diem,Night,2,1,1,High,Partially Filled,2026-07-31,2026-08-19,2026-11-18,13,100.65
REQ000512,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Radiologic Technologist,Radiology,Local Contract,Evening,9,6,3,High,Partially Filled,2026-06-21,2026-07-21,2026-08-18,4,85.07
REQ000513,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Local Contract,Day,14,2,12,Medium,Partially Filled,2026-05-17,2026-06-02,2026-07-28,8,111.67
REQ000514,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Physician,Medical Services,Local Contract,Day,15,4,11,High,Partially Filled,2026-06-17,2026-07-05,2026-08-02,4,257.72
REQ000515,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Radiologic Technologist,Radiology,Local Contract,Night,10,7,3,High,Partially Filled,2026-04-13,2026-05-24,2026-06-21,4,115.3
REQ000516,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Radiologic Technologist,Radiology,Per Diem,Night,1,0,1,Low,Open,2025-09-10,2025-10-25,2026-02-14,16,92.38
REQ000517,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Allied Health Professional,Allied Health,Per Diem,Morning,11,9,2,Critical,Partially Filled,2025-08-19,2025-09-04,2025-10-02,4,93.43
REQ000518,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Emergency Room Nurse,Emergency Department,Local Contract,Evening,11,11,0,High,Filled,2025-10-22,2025-11-16,2026-03-08,16,125.21
REQ000519,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Evening,15,12,3,High,Partially Filled,2026-01-01,2026-01-28,2026-04-22,12,109.54
REQ000520,220126,NORWOOD HOSPITAL,NORWOOD,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,9,6,3,High,Partially Filled,2025-10-02,2025-10-26,2026-01-18,12,107.65
REQ000521,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Laboratory Technician,Laboratory,Per Diem,Evening,12,9,3,High,Partially Filled,2025-09-14,2025-10-21,2026-04-21,26,90.15
REQ000522,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,10,9,1,Medium,Partially Filled,2026-06-16,2026-07-15,2026-09-09,8,104.59
REQ000523,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Travel Nurse,Travel Nursing,Travel Contract,Evening,1,0,1,High,Open,2026-07-29,2026-08-23,2026-10-18,8,123.25
REQ000524,220017,CARNEY HOSPITAL,BOSTON,MA,Physical Therapist,Rehabilitation,Local Contract,Day,6,2,4,High,Partially Filled,2026-03-01,2026-04-03,2026-05-01,4,140.3
REQ000525,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Day,9,5,4,High,Partially Filled,2026-01-05,2026-01-31,2026-05-23,16,128.9
REQ000526,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Physical Therapist,Rehabilitation,Per Diem,Evening,6,6,0,Critical,Filled,2025-08-15,2025-09-02,2025-10-28,8,147.81
REQ000527,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Emergency Room Nurse,Emergency Department,Per Diem,Evening,8,8,0,High,Filled,2026-04-04,2026-04-20,2026-10-19,26,128.98
REQ000528,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Laboratory Technician,Laboratory,Travel Contract,Night,11,5,6,High,Partially Filled,2026-01-01,2026-02-13,2026-08-14,26,91.22
REQ000529,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,6,3,3,Medium,Partially Filled,2025-10-16,2025-11-09,2025-12-07,4,113.18
REQ000530,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Night,7,1,6,Medium,Partially Filled,2026-07-30,2026-08-08,2026-10-31,12,148.06
REQ000531,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Travel Nurse,Travel Nursing,Travel Contract,Night,2,1,1,Critical,Partially Filled,2026-04-26,2026-05-22,2026-07-17,8,146.06
REQ000532,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Radiologic Technologist,Radiology,Per Diem,Morning,6,3,3,Medium,Partially Filled,2026-04-14,2026-04-30,2026-06-25,8,143.03
REQ000533,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Morning,7,1,6,Critical,Partially Filled,2025-11-14,2025-11-23,2026-02-22,13,148.09
REQ000534,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,ICU Nurse,Intensive Care Unit,Per Diem,Day,2,2,0,High,Filled,2026-01-18,2026-02-23,2026-03-23,4,126.85
REQ000535,220017,CARNEY HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Per Diem,Evening,5,4,1,High,Partially Filled,2025-11-11,2025-11-30,2026-02-22,12,109.09
REQ000536,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Physician,Medical Services,Travel Contract,Night,9,8,1,Medium,Partially Filled,2025-09-28,2025-10-05,2026-01-25,16,278.46
REQ000537,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Morning,4,1,3,High,Partially Filled,2026-07-27,2026-08-21,2026-12-11,16,123.71
REQ000538,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Registered Nurse,General Nursing,Travel Contract,Evening,15,1,14,Low,Partially Filled,2025-10-06,2025-10-14,2026-01-13,13,114.85
REQ000539,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Physical Therapist,Rehabilitation,Per Diem,Night,6,2,4,High,Partially Filled,2026-05-31,2026-07-05,2026-10-25,16,138.96
REQ000540,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Day,2,2,0,Medium,Filled,2026-03-27,2026-05-09,2026-07-04,8,152.91
REQ000541,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Radiologic Technologist,Radiology,Per Diem,Morning,14,14,0,Medium,Filled,2025-11-27,2025-12-18,2026-02-12,8,130.97
REQ000542,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Allied Health Professional,Allied Health,Travel Contract,Morning,2,1,1,Medium,Partially Filled,2026-03-21,2026-04-28,2026-05-26,4,149.2
REQ000543,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Allied Health Professional,Allied Health,Permanent Placement,Day,9,1,8,Medium,Partially Filled,2026-06-06,2026-07-19,2026-09-13,8,135.46
REQ000544,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Laboratory Technician,Laboratory,Local Contract,Night,7,3,4,Critical,Partially Filled,2026-03-25,2026-04-26,2026-08-16,16,94.87
REQ000545,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Travel Nurse,Travel Nursing,Per Diem,Night,13,6,7,Medium,Partially Filled,2026-07-22,2026-09-04,2026-12-04,13,161.87
REQ000546,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Radiologic Technologist,Radiology,Travel Contract,Evening,8,5,3,Medium,Partially Filled,2025-09-28,2025-11-11,2026-03-03,16,148.91
REQ000547,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Physical Therapist,Rehabilitation,Travel Contract,Day,6,3,3,Medium,Partially Filled,2025-09-25,2025-11-09,2026-02-08,13,101.72
REQ000548,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Registered Nurse,General Nursing,Permanent Placement,Evening,9,4,5,Medium,Partially Filled,2025-10-15,2025-10-31,2026-01-30,13,132.71
REQ000549,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Physician,Medical Services,Travel Contract,Day,12,5,7,High,Partially Filled,2026-05-19,2026-06-14,2026-09-13,13,275.73
REQ000550,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Physician,Medical Services,Per Diem,Day,1,0,1,High,Open,2025-09-01,2025-10-01,2026-01-21,16,300.6
REQ000551,220084,EMERSON HOSPITAL -,W CONCORD,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Evening,11,5,6,Medium,Partially Filled,2026-07-26,2026-09-08,2026-12-08,13,123.16
REQ000552,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,7,5,2,Medium,Partially Filled,2025-10-11,2025-10-30,2026-02-19,16,143.09
REQ000553,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Evening,1,0,1,Critical,Open,2025-08-06,2025-08-17,2026-02-15,26,109.5
REQ000554,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Evening,10,2,8,High,Partially Filled,2026-03-22,2026-05-06,2026-08-05,13,116.5
REQ000555,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Travel Nurse,Travel Nursing,Local Contract,Morning,1,1,0,Medium,Filled,2025-11-04,2025-12-08,2026-03-30,16,153.23
REQ000556,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Registered Nurse,General Nursing,Travel Contract,Evening,12,5,7,Critical,Partially Filled,2025-08-20,2025-10-02,2026-01-01,13,90.6
REQ000557,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Physician,Medical Services,Travel Contract,Night,9,9,0,Medium,Filled,2026-03-27,2026-05-06,2026-06-03,4,291.92
REQ000558,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Laboratory Technician,Laboratory,Travel Contract,Evening,1,1,0,Medium,Filled,2026-05-24,2026-06-19,2026-10-09,16,131.42
REQ000559,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Allied Health Professional,Allied Health,Travel Contract,Morning,5,1,4,High,Partially Filled,2026-03-04,2026-04-02,2026-06-25,12,129.46
REQ000560,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Radiologic Technologist,Radiology,Travel Contract,Morning,1,1,0,Medium,Filled,2026-05-24,2026-06-10,2026-09-30,16,90.88
REQ000561,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Physician,Medical Services,Per Diem,Day,5,2,3,High,Partially Filled,2025-12-08,2025-12-23,2026-04-14,16,282.27
REQ000562,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Emergency Room Nurse,Emergency Department,Per Diem,Night,13,2,11,Medium,Partially Filled,2026-07-04,2026-08-08,2026-10-31,12,155.96
REQ000563,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,15,4,11,High,Partially Filled,2025-09-13,2025-09-29,2026-01-19,16,106.66
